name,x,y,university_name,professor_name,overall_impact
Yasuyuki Sakai,0.16528181731700897,-0.021044187247753143,University of Tokyo,Yasuyuki Sakai,63.52142095228936
Hitoshi Tabata,0.16041377186775208,-0.01730690523982048,University of Tokyo,Hitoshi Tabata,14.580629268344548
Ryo Miyake,0.1677454560995102,-0.023695576936006546,University of Tokyo,Ryo Miyake,6.572349913887015
Shinsuke Sando,0.16211217641830444,-0.02054591476917267,University of Tokyo,Shinsuke Sando,81.5377139120898
Keiichi Nakagawa,0.16295203566551208,-0.020450804382562637,University of Tokyo,Keiichi Nakagawa,89.58201463778852
Tsutomu Suzuki,0.16370128095149994,-0.020909225568175316,University of Tokyo,Tsutomu Suzuki,277.3464835605648
Naohiro Seo,0.16761891543865204,-0.022246645763516426,University of Tokyo,Naohiro Seo,12.129934438492365
Yukiko Matsunaga,0.16444671154022217,-0.020893802866339684,University of Tokyo,Yukiko Matsunaga,42.57199916741402
Shinichi Tokuno,0.16755972802639008,-0.021227790042757988,University of Tokyo,Shinichi Tokuno,11.738141328987329
Shunji Mitsuyoshi,0.16483327746391296,-0.021170703694224358,University of Tokyo,Shunji Mitsuyoshi,2.1405728070048977
Hiroyuki Takahashi,0.16216792166233063,-0.020583393052220345,University of Tokyo,Hiroyuki Takahashi,112.09554410899766
Ung-il Chung,0.16765254735946655,-0.02080739289522171,University of Tokyo,Ung-il Chung,84.06715107830897
Seiichi Ohta,0.16964854300022125,-0.022051243111491203,University of Tokyo,Seiichi Ohta,28.77115280030713
Taichi Ito,0.17154884338378906,-0.023603277280926704,University of Tokyo,Taichi Ito,39.78315337456687
Ichiro Sakuma,0.16916748881340027,-0.020762339234352112,University of Tokyo,Ichiro Sakuma,49.867096254892125
Kanjiro Miyata,0.1677325814962387,-0.021146509796380997,University of Tokyo,Kanjiro Miyata,98.27625614480378
Yusuke Hirabayashi,0.17490047216415405,-0.022016538307070732,University of Tokyo,Yusuke Hirabayashi,26.941199272376387
Hiroyuki Noji,0.1649947166442871,-0.028669750317931175,University of Tokyo,Hiroyuki Noji,89.90902128636644
Hironori Hojo,0.1703449785709381,-0.021157564595341682,University of Tokyo,Hironori Hojo,51.97016382986045
Antony K Chen,-0.15070147812366486,0.21091458201408386,Peking University,Antony K Chen,52.345645464804704
Ying Liu,-0.14232107996940613,0.20017209649085999,Peking University,Ying Liu,185.032125306691
Qiang Cheng,-0.14431627094745636,0.20218348503112793,Peking University,Qiang Cheng,67.2012369766651
Yangming Wang,-0.14198808372020721,0.19950734078884125,Peking University,Yangming Wang,77.56697529281105
Yang Zhao,-0.140994131565094,0.1987631767988205,Peking University,Yang Zhao,193.06284162469765
Lei Chen,-0.14121398329734802,0.1988309919834137,Peking University,Lei Chen,239.91562764768813
Xiuqin Zhang,-0.1420442909002304,0.1996154636144638,Peking University,Xiuqin Zhang,65.37429708967802
Liangyi Chen,-0.14150792360305786,0.19884060323238373,Peking University,Liangyi Chen,149.4957920666867
Shuai Na,-0.14772851765155792,0.20420792698860168,Peking University,Shuai Na,9.152129481683138
Hanqing Xiong,-0.14159689843654633,0.19926021993160248,Peking University,Hanqing Xiong,2.805130789704855
Qiushi Ren,-0.14989377558231354,0.20687733590602875,Peking University,Qiushi Ren,36.26003289805178
Peng Xi,-0.14440667629241943,0.20235250890254974,Peking University,Peng Xi,132.1826099821665
Zhuan Zhou,-0.14276023209095,0.20052284002304077,Peking University,Zhuan Zhou,102.84982932695142
Jing-wei Xiong,-0.1438113898038864,0.20135889947414398,Peking University,Jing-wei Xiong,47.12258234822209
Zigang Ge,-0.14434215426445007,0.2019193321466446,Peking University,Zigang Ge,25.710492511063567
Mengdi Han,-0.1474844366312027,0.20493067800998688,Peking University,Mengdi Han,109.7395802226186
Rui-ping Xiao,-0.1451343148946762,0.2043212354183197,Peking University,Rui-ping Xiao,119.7698009666733
Zhifei Dai,-0.15329736471176147,0.20638246834278107,Peking University,Zhifei Dai,123.1326819993322
He Sun,-0.14899876713752747,0.20671963691711426,Peking University,He Sun,24.02078374493364
Heping Cheng,-0.14686530828475952,0.2042071372270584,Peking University,Heping Cheng,122.5414181648652
Xiaojie Duan,-0.15026217699050903,0.20694079995155334,Peking University,Xiaojie Duan,44.3509078541576
Yifu Qiu,-0.1468382179737091,0.2151780128479004,Peking University,Yifu Qiu,44.59597862452418
Zhixing Chen,-0.14791686832904816,0.20519596338272095,Peking University,Zhixing Chen,42.52866246002323
Bei Liu,-0.14729835093021393,0.20464973151683807,Peking University,Bei Liu,144.3014748706029
Aibin He,-0.14846321940422058,0.20659363269805908,Peking University,Aibin He,127.07566942561196
Domitilla Del Vecchio,-0.03943795561790467,-0.16486251950263978,Massachusetts Institute of Technology,Domitilla Del Vecchio,46.545006794754194
Eric Alm,-0.046072220802307134,-0.1594797134399414,Massachusetts Institute of Technology,Eric Alm,188.7002107141093
Peter Dedon,-0.04307589530944825,-0.16584721803665162,Massachusetts Institute of Technology,Peter Dedon,171.05073900411531
Ernest Fraenkel,-0.04996346533298493,-0.1572529435157776,Massachusetts Institute of Technology,Ernest Fraenkel,115.4173537306274
James G Fox,-0.05031197369098664,-0.1598091185092926,Massachusetts Institute of Technology,James G Fox,162.092911625481
Linda G Griffith,-0.04906549155712128,-0.15311357975006104,Massachusetts Institute of Technology,Linda G Griffith,96.00444533969858
Robert Langer,-0.04411133229732514,-0.1537535846233368,Massachusetts Institute of Technology,Robert Langer,679.4332992856016
Angela Koehler,-0.051478362083435064,-0.16600621342658997,Massachusetts Institute of Technology,Angela Koehler,46.53566183644117
Christopher A Voigt,-0.04754654169082642,-0.15768215656280518,Massachusetts Institute of Technology,Christopher A Voigt,213.6312434142989
Feng Zhang,-0.04638156890869141,-0.16004783511161805,Massachusetts Institute of Technology,Feng Zhang,690.75829891846
Jacquin C Niles,-0.04926594197750092,-0.1658298134803772,Massachusetts Institute of Technology,Jacquin C Niles,72.53176749505816
Steven R Tannenbaum,-0.04780918955802918,-0.15568888783454896,Massachusetts Institute of Technology,Steven R Tannenbaum,29.86763655203313
Katharina Ribbeck,-0.054325556755065924,-0.16126025319099427,Massachusetts Institute of Technology,Katharina Ribbeck,47.101900942878274
Kelly A Metcalf Pate,-0.057212030887603765,-0.16587529182434083,Massachusetts Institute of Technology,Kelly A Metcalf Pate,2.979247398627106
Scott Manalis,-0.052328398823738104,-0.1588030517101288,Massachusetts Institute of Technology,Scott Manalis,166.87205420251047
John M Essigmann,-0.046965560317039495,-0.16525325775146485,Massachusetts Institute of Technology,John M Essigmann,39.82510712951133
Roger D Kamm,-0.04495327770709992,-0.15827194452285767,Massachusetts Institute of Technology,Roger D Kamm,216.1754930905543
Michael B Yaffe,-0.05302483439445496,-0.16394106149673462,Massachusetts Institute of Technology,Michael B Yaffe,189.31013955072336
Anders S Hansen,-0.045187062025070196,-0.15258709192276002,Massachusetts Institute of Technology,Anders S Hansen,67.61546679032574
Angela Belcher,-0.04164828956127167,-0.16802365183830262,Massachusetts Institute of Technology,Angela Belcher,68.20246491235619
Ram Sasisekharan,-0.046045190095901495,-0.1565304458141327,Massachusetts Institute of Technology,Ram Sasisekharan,84.12935248030095
James J Collins,-0.04438807666301728,-0.1533592998981476,Massachusetts Institute of Technology,James J Collins,581.5960075222138
Cullen Buie,-0.03575897812843323,-0.16272900104522706,Massachusetts Institute of Technology,Cullen Buie,44.12380830822653
Douglas A Lauffenburger,-0.04675602018833161,-0.15258652567863465,Massachusetts Institute of Technology,Douglas A Lauffenburger,381.9255079912844
Jongyoon Han,-0.043814888596534735,-0.15476582050323487,Massachusetts Institute of Technology,Jongyoon Han,147.0098028454409
Peter So,-0.04597849249839783,-0.15764341354370118,Massachusetts Institute of Technology,Peter So,85.14814393659253
William G Thilly,-0.04652606546878815,-0.15781054496765137,Massachusetts Institute of Technology,William G Thilly,1.9320078780664045
Bryan Bryson,-0.053725710511207586,-0.16461933255195618,Massachusetts Institute of Technology,Bryan Bryson,66.0412932508611
Paul Blainey,-0.039626231789588934,-0.16342583894729615,Massachusetts Institute of Technology,Paul Blainey,123.1944988425268
Bruce Tidor,-0.055082848668098455,-0.16095084547996522,Massachusetts Institute of Technology,Bruce Tidor,18.228469868503627
Jessica Stark,-0.06071650087833405,-0.15653974413871766,Massachusetts Institute of Technology,Jessica Stark,4.698197829706796
Mark Bathe,-0.056046283245086675,-0.15609622597694398,Massachusetts Institute of Technology,Mark Bathe,147.59794991042074
Alan Jasanoff,-0.0459342509508133,-0.16770989298820496,Massachusetts Institute of Technology,Alan Jasanoff,103.27675417969346
Amy E Keating,-0.048883593082427984,-0.16720855832099915,Massachusetts Institute of Technology,Amy E Keating,36.31694965727286
Forest White,-0.048029845952987676,-0.1604897439479828,Massachusetts Institute of Technology,Forest White,127.43622981545394
Michael Birnbaum,-0.055454826354980474,-0.1533508062362671,Massachusetts Institute of Technology,Michael Birnbaum,51.446521076093184
Harvey F Lodish,-0.036852857470512396,-0.16942835450172425,Massachusetts Institute of Technology,Harvey F Lodish,84.43053616075882
K Dane Wittrup,-0.05610500872135163,-0.1519985556602478,Massachusetts Institute of Technology,K Dane Wittrup,120.56750340132469
Ron Weiss,-0.048198467493057257,-0.16776496767997742,Massachusetts Institute of Technology,Ron Weiss,162.09241499568745
Laurie A Boyer,-0.055406531691551214,-0.15579781532287598,Massachusetts Institute of Technology,Laurie A Boyer,62.004245064168
Bevin P Engelward,-0.03717463314533234,-0.16177374720573426,Massachusetts Institute of Technology,Bevin P Engelward,32.946058161065864
David Gifford,-0.05410579442977906,-0.15074012279510499,Massachusetts Institute of Technology,David Gifford,104.6942148903366
Ed Boyden,-0.06929736435413361,-0.21769601702690125,Massachusetts Institute of Technology,Ed Boyden,2.163875786235113
Guang-zhong Yang,0.06262236088514328,0.11284680664539337,Shanghai Jiao Tong University,Guang-zhong Yang,77.19489754837716
Su Zhang,0.0628657191991806,0.11260073632001877,Shanghai Jiao Tong University,Su Zhang,28.060819533057103
Dahong Qian,0.06284937262535095,0.11243360489606857,Shanghai Jiao Tong University,Dahong Qian,22.225969703578325
Chongzhao Wu,0.06283740699291229,0.11238481849431992,Shanghai Jiao Tong University,Chongzhao Wu,0.5358686456775991
Cheng-kung Cheng,0.06407013535499573,0.11215972900390625,Shanghai Jiao Tong University,Cheng-kung Cheng,18.585589754079543
Yao Wang,0.06221778690814972,0.11212500184774399,Shanghai Jiao Tong University,Yao Wang,207.47600081836893
Huajun She,0.06329889595508575,0.11329831928014755,Shanghai Jiao Tong University,Huajun She,6.859009281570802
Xiaoxia Fang,0.06495700031518936,0.11212456971406937,Shanghai Jiao Tong University,Xiaoxia Fang,7.145513042247703
Yaoyu Zhang,0.06436988711357117,0.11272908002138138,Shanghai Jiao Tong University,Yaoyu Zhang,8.212012117987328
Wei-qiang Gao,0.06444963067770004,0.11248163133859634,Shanghai Jiao Tong University,Wei-qiang Gao,183.94745532983632
Jian Ye,0.06251043826341629,0.11287438869476318,Shanghai Jiao Tong University,Jian Ye,100.81158717169797
Xinyu Chai,0.06293164938688278,0.11306975781917572,Shanghai Jiao Tong University,Xinyu Chai,17.644419383772455
Junfeng Sun,0.06651057302951813,0.11703302711248398,Shanghai Jiao Tong University,Junfeng Sun,27.04687584483652
Shengxian Tu,0.06373460590839386,0.11147033423185349,Shanghai Jiao Tong University,Shengxian Tu,113.61203777772435
Shanbao Tong,0.06363656371831894,0.11562436819076538,Shanghai Jiao Tong University,Shanbao Tong,33.22407730888426
Tianqi Huang,0.06402116268873215,0.111589215695858,Shanghai Jiao Tong University,Tianqi Huang,0.7082651336478835
Xiang Ji,0.06321650743484497,0.11314920336008072,Shanghai Jiao Tong University,Xiang Ji,18.261172212223496
Zhiyong Zhang,0.06337203830480576,0.11142683774232864,Shanghai Jiao Tong University,Zhiyong Zhang,164.97180940154604
Li Lin,0.06281856447458267,0.11255281418561935,Shanghai Jiao Tong University,Li Lin,221.82421400732665
Ping Song,0.06299703568220139,0.11276362091302872,Shanghai Jiao Tong University,Ping Song,91.92877554120884
Xiaohong Sui,0.06416306644678116,0.11251787841320038,Shanghai Jiao Tong University,Xiaohong Sui,8.061268947333978
Yongting Wang,0.06398796290159225,0.11237078905105591,Shanghai Jiao Tong University,Yongting Wang,75.41269338655103
Hailong Yu,0.062414638698101044,0.11272194236516953,Shanghai Jiao Tong University,Hailong Yu,20.392281796693528
Yan Guo,0.06391844153404236,0.1124981939792633,Shanghai Jiao Tong University,Yan Guo,164.27368510053097
Jinye Wang,0.06411340832710266,0.11236074566841125,Shanghai Jiao Tong University,Jinye Wang,40.1319140550765
Xiaohua Qian,0.0631134957075119,0.11268464475870132,Shanghai Jiao Tong University,Xiaohua Qian,29.039870931305025
Gaolian Xu,0.06293269991874695,0.11294669657945633,Shanghai Jiao Tong University,Gaolian Xu,23.94950473608792
Shiyi Zhang,0.06453313678503036,0.11258330196142197,Shanghai Jiao Tong University,Shiyi Zhang,24.53016604550953
Yue Zhou,0.06345975399017334,0.11135253310203552,Shanghai Jiao Tong University,Yue Zhou,145.08903278300536
Guan N Lin,0.06386719644069672,0.11157671362161636,Shanghai Jiao Tong University,Guan N Lin,48.11031482285679
Peng Miao,0.06275589019060135,0.11327254772186279,Shanghai Jiao Tong University,Peng Miao,22.842203791442227
Hongjiang Wei,0.06264066696166992,0.11302350461483002,Shanghai Jiao Tong University,Hongjiang Wei,42.82218732773228
Jianqi Sun,0.06242971494793892,0.11250511556863785,Shanghai Jiao Tong University,Jianqi Sun,6.499566684665546
Guoyan Zheng,0.06503340601921082,0.11210630089044571,Shanghai Jiao Tong University,Guoyan Zheng,25.83754318137135
Liqin Xiong,0.06383392214775085,0.11140407621860504,Shanghai Jiao Tong University,Liqin Xiong,28.080837642842745
Hui Yu,0.06412801891565323,0.11195055395364761,Shanghai Jiao Tong University,Hui Yu,142.73135961149384
Yani Kang,0.06240814924240112,0.11267007142305374,Shanghai Jiao Tong University,Yani Kang,25.703571642582325
Zhijun Zhang,0.06286546587944031,0.1129644587635994,Shanghai Jiao Tong University,Zhijun Zhang,175.07443282265328
Fu Wang,0.06362735480070114,0.11162031441926956,Shanghai Jiao Tong University,Fu Wang,72.38109999878967
Hong Xu,0.06289602071046829,0.11246002465486526,Shanghai Jiao Tong University,Hong Xu,144.59767497048006
Weiliang Xia,0.06240847706794739,0.11294068396091461,Shanghai Jiao Tong University,Weiliang Xia,64.83512259741948
Kun Qian,0.06253703683614731,0.11278507858514786,Shanghai Jiao Tong University,Kun Qian,178.79561239702852
Li Li,0.06288859248161316,0.11250124126672745,Shanghai Jiao Tong University,Li Li,177.6778081528615
Yaohui Tang,0.0657489001750946,0.1150413528084755,Shanghai Jiao Tong University,Yaohui Tang,72.912497263271
Bing Han,0.0642601028084755,0.1129424199461937,Shanghai Jiao Tong University,Bing Han,199.8503855271547
Yifei Yao,0.06821499764919281,0.12041390687227249,Shanghai Jiao Tong University,Yifei Yao,21.53472175052323
Aili Zhang,0.06291838735342026,0.1124129444360733,Shanghai Jiao Tong University,Aili Zhang,10.28044124107472
Ping Liu,0.06353895366191864,0.11382214725017548,Shanghai Jiao Tong University,Ping Liu,177.27413313122716
Liming Li,0.06394758820533752,0.11182619631290436,Shanghai Jiao Tong University,Liming Li,128.13774230288055
Zhichao Ma,0.0634775459766388,0.113457590341568,Shanghai Jiao Tong University,Zhichao Ma,5.043816603462893
Lichi Zhang,0.06291881948709488,0.11294285953044891,Shanghai Jiao Tong University,Lichi Zhang,25.25574172351436
Wanlu Li,0.06346823275089264,0.11339683830738068,Shanghai Jiao Tong University,Wanlu Li,40.1530112039686
Boyu Zhang,0.0624878890812397,0.11307236552238464,Shanghai Jiao Tong University,Boyu Zhang,29.849829029896725
Tsung-yuan Tsai,0.0643385723233223,0.11181680858135223,Shanghai Jiao Tong University,Tsung-yuan Tsai,33.44410363237593
Jianlong Yang,0.06305477768182755,0.11366324871778488,Shanghai Jiao Tong University,Jianlong Yang,5.967804106110006
Lina Zhang,0.06270167231559753,0.11296214163303375,Shanghai Jiao Tong University,Lina Zhang,107.52421279666912
Qiu Huang,0.06263124197721481,0.11260490119457245,Shanghai Jiao Tong University,Qiu Huang,25.586553123849587
Yuan Feng,0.06266368180513382,0.11328701674938202,Shanghai Jiao Tong University,Yuan Feng,139.08627929801324
Hongchen Gu,0.0627700686454773,0.11310694366693497,Shanghai Jiao Tong University,Hongchen Gu,77.06390090898111
Weihai Yin,0.06339501589536667,0.11382218450307846,Shanghai Jiao Tong University,Weihai Yin,0.5305538810319672
Guofeng Shen,0.06356751173734665,0.11128812283277512,Shanghai Jiao Tong University,Guofeng Shen,56.62422400221536
Yao Chen,0.0641903281211853,0.11160208284854889,Shanghai Jiao Tong University,Yao Chen,240.6625927750749
Jingfeng Bai,0.06298181414604187,0.11130791157484055,Shanghai Jiao Tong University,Jingfeng Bai,4.428526137493114
Linyong Zhu,0.06240140646696091,0.11307069659233093,Shanghai Jiao Tong University,Linyong Zhu,147.9762835855637
Zhou Chen,0.06302762776613235,0.11139331012964249,Shanghai Jiao Tong University,Zhou Chen,99.39467175576326
Fangfang Zhu,0.06255780905485153,0.11309708654880524,Shanghai Jiao Tong University,Fangfang Zhu,2.9170899782721467
Feng Shen,0.06314659118652344,0.11124538630247116,Shanghai Jiao Tong University,Feng Shen,158.4623638800405
Tuan Liu,0.06918316334486008,0.12139435857534409,Shanghai Jiao Tong University,Tuan Liu,2.318038193295621
Jun Zhao,0.0637529119849205,0.11162278056144714,Shanghai Jiao Tong University,Jun Zhao,239.85387210822296
Lixu Gu,0.06324365735054016,0.11143506318330765,Shanghai Jiao Tong University,Lixu Gu,14.756023519633736
Zhifeng Shao,0.06482455879449844,0.1128779798746109,Shanghai Jiao Tong University,Zhifeng Shao,70.22684811483485
Yan Zhang,0.062351860105991364,0.11214011907577515,Shanghai Jiao Tong University,Yan Zhang,248.6060952683909
Xiaowei Li,0.062462009489536285,0.11234676092863083,Shanghai Jiao Tong University,Xiaowei Li,166.6560191371139
Bin Ma,0.06762538850307465,0.12019001692533493,Shanghai Jiao Tong University,Bin Ma,94.08081898035576
Xuemin Xu,0.06558521091938019,0.11584075540304184,Shanghai Jiao Tong University,Xuemin Xu,0.5656854249492381
Yi Shen,0.06447344273328781,0.11407826095819473,Shanghai Jiao Tong University,Yi Shen,176.23774950584675
Qiuning Lin,0.06343822181224823,0.11396927386522293,Shanghai Jiao Tong University,Qiuning Lin,74.00027426665167
Yazhu Chen,0.06541138142347336,0.11265230923891068,Shanghai Jiao Tong University,Yazhu Chen,3.9646798128677223
Xianting Ding,0.06290432065725327,0.11331702768802643,Shanghai Jiao Tong University,Xianting Ding,167.72376908012433
Yao Guo,0.0669226199388504,0.12105716019868851,Shanghai Jiao Tong University,Yao Guo,13.8776328728097
Chenxi Hu,0.0661909207701683,0.11420486867427826,Shanghai Jiao Tong University,Chenxi Hu,9.28809884422973
Jie Luo,0.06754814833402634,0.11824817210435867,Shanghai Jiao Tong University,Jie Luo,116.65914997025338
Rong Tao,0.06558771431446075,0.11729537695646286,Shanghai Jiao Tong University,Rong Tao,49.166578077444
Hanyu Rao,0.06648839265108109,0.11943718791007996,Shanghai Jiao Tong University,Hanyu Rao,16.00147024840696
Hao He,0.07179471850395203,0.1265389621257782,Shanghai Jiao Tong University,Hao He,72.23208380331492
Yiping Du,0.06649654358625412,0.11771757155656815,Shanghai Jiao Tong University,Yiping Du,31.74119136831876
Daniel M Czajkowsky,0.06375091522932053,0.11654990911483765,Shanghai Jiao Tong University,Daniel M Czajkowsky,44.78192415653509
Xiaoli Guo,0.06934710592031479,0.12210089713335037,Shanghai Jiao Tong University,Xiaoli Guo,15.731349144534096
Chunfu Zhang,0.06533399224281311,0.11483656615018845,Shanghai Jiao Tong University,Chunfu Zhang,50.43728217686567
Puming Zhang,0.06344366073608398,0.11343345046043396,Shanghai Jiao Tong University,Puming Zhang,11.703673382397357
Binjie Qin,0.06862842291593552,0.1216893270611763,Shanghai Jiao Tong University,Binjie Qin,3.984191681059749
Jun Fang,0.06573828309774399,0.12032702565193176,Shanghai Jiao Tong University,Jun Fang,47.325312227623066
Bobo Gu,0.06275230646133423,0.11334123462438583,Shanghai Jiao Tong University,Bobo Gu,18.9099910426035
Andrej Sali,0.20122063159942627,-0.171961709856987,University of California San Francisco,Andrej Sali,240.06944261579363
Diane Jorkasky,0.2154579609632492,-0.17008057236671448,University of California San Francisco,Diane Jorkasky,7.285311056022393
Daniel Vigneron,0.20184510946273804,-0.17253881692886353,University of California San Francisco,Daniel Vigneron,68.6711871892982
Wendell Lim,0.20601314306259155,-0.17960651218891144,University of California San Francisco,Wendell Lim,186.59246357353544
Carl C Peck,0.20380710065364838,-0.17230530083179474,University of California San Francisco,Carl C Peck,34.5211013742807
Akinyemi Oni-orisan,0.20469872653484344,-0.17098963260650635,University of California San Francisco,Akinyemi Oni-orisan,22.01024576489343
Chao Tang,0.20130175352096558,-0.18445076048374176,University of California San Francisco,Chao Tang,4.015291343434786
Michael Keiser,0.20350180566310883,-0.17324723303318024,University of California San Francisco,Michael Keiser,36.32482013011593
Moriel Vandsburger,0.21503376960754395,-0.17450834810733795,University of California Berkeley,Moriel Vandsburger,16.098974912160458
Moriel Vandsburger,0.21503376960754395,-0.17450834810733795,University of California San Francisco,Moriel Vandsburger,13.462143717970449
Kyle Cromer,0.20244118571281433,-0.18058805167675018,University of California San Francisco,Kyle Cromer,13.320822396493684
Deanna Kroetz,0.20891745388507843,-0.17472800612449646,University of California San Francisco,Deanna Kroetz,25.75228085988429
Michelle Wang,0.2074119746685028,-0.1746646761894226,University of California San Francisco,Michelle Wang,9.25016196726784
Tanja Kortemme,0.20382754504680634,-0.17325952649116516,University of California San Francisco,Tanja Kortemme,76.61498437747963
Christoph Schreiner,0.20625990629196167,-0.17366136610507965,University of California San Francisco,Christoph Schreiner,14.40779599882511
Seth Shipman,0.20896436274051666,-0.17776496708393097,University of California San Francisco,Seth Shipman,39.72150859118328
Sook W Yee,0.2264111489057541,-0.1857646107673645,University of California San Francisco,Sook W Yee,113.09233843995024
Tamara Alliston,0.2022358477115631,-0.17229843139648438,University of California San Francisco,Tamara Alliston,41.97974134882996
Sharmila Majumdar,0.2007404863834381,-0.1807883083820343,University of California San Francisco,Sharmila Majumdar,108.75032958008435
Frances M Brodsky,0.20356574654579163,-0.17258939146995544,University of California San Francisco,Frances M Brodsky,5.771580636797174
Sanjay Kumar,0.2184649556875229,-0.17991547286510468,University of California Berkeley,Sanjay Kumar,118.79712373936312
Sanjay Kumar,0.2184649556875229,-0.17991547286510468,University of California San Francisco,Sanjay Kumar,48.22043626415333
Thomas Ferrin,0.20247451961040497,-0.1711818128824234,University of California San Francisco,Thomas Ferrin,29.540243980765403
Tejal Desai,0.20752814412117004,-0.16606615483760834,University of California San Francisco,Tejal Desai,187.1442917353156
Shuvo Roy,0.21889588236808777,-0.16617263853549957,University of California San Francisco,Shuvo Roy,39.34716483500016
Nadav Ahituv,0.2156287133693695,-0.16794028878211975,University of California San Francisco,Nadav Ahituv,210.74032534111092
Brian Shoichet,0.2018616795539856,-0.1713821440935135,University of California San Francisco,Brian Shoichet,247.00612704873168
Maria Correia,0.20473870635032654,-0.16847731173038483,University of California San Francisco,Maria Correia,14.019821288690808
Matt Jacobson,0.20559439063072205,-0.1796722114086151,University of California San Francisco,Matt Jacobson,13.462143717970449
Esteban G Burchard,0.20508013665676117,-0.1716059297323227,University of California San Francisco,Esteban G Burchard,309.78499355163564
Arun Wiita,0.20264005661010742,-0.1815555840730667,University of California San Francisco,Arun Wiita,99.38941389681314
Nevan Krogan,0.20196276903152466,-0.17227984964847565,University of California San Francisco,Nevan Krogan,521.826189873223
Michael Stryker,0.20763428509235382,-0.17613136768341064,University of California San Francisco,Michael Stryker,39.93247118063091
Adam Abate,0.20547819137573242,-0.18808914721012115,University of California San Francisco,Adam Abate,154.0372014934466
Atul Butte,0.20222949981689453,-0.16840201616287231,University of California San Francisco,Atul Butte,214.5006012175406
Neal Benowitz,0.21053971350193024,-0.16468822956085205,University of California San Francisco,Neal Benowitz,175.4973056174722
Catera Wilder,0.22085359692573547,-0.17268188297748566,University of California San Francisco,Catera Wilder,1.4513550123980228
Jan Christoph,0.20059245824813843,-0.16619941592216492,University of California San Francisco,Jan Christoph,7.405049388789516
James Fraser,0.20198023319244385,-0.1741327941417694,University of California San Francisco,James Fraser,197.5655386340324
David Agard,0.2011232078075409,-0.17310543358325958,University of California San Francisco,David Agard,173.28868548184764
Ryan Hernandez,0.20320172607898712,-0.166195809841156,University of California San Francisco,Ryan Hernandez,92.06334353285436
Nancy Sambol,0.20123586058616638,-0.17534403502941132,University of California San Francisco,Nancy Sambol,1.4876452526366086
Leslie Benet,0.20743952691555023,-0.17955447733402252,University of California San Francisco,Leslie Benet,58.13556868555593
Kathy Giacomini,0.19551515579223633,-0.16882005333900452,University of California San Francisco,Kathy Giacomini,1.4953487812212207
Victoria Hale,0.20807002484798431,-0.16999587416648865,University of California San Francisco,Victoria Hale,5.647831696573798
Sourav Bandyopadhyay,0.19955477118492126,-0.17824727296829224,University of California San Francisco,Sourav Bandyopadhyay,65.76354994850942
Srikantan Nagarajan,0.19940996170043945,-0.18156562745571136,University of California San Francisco,Srikantan Nagarajan,77.45506225277737
Willow Coyote-maestas,0.2142932415008545,-0.193496972322464,University of California San Francisco,Willow Coyote-maestas,9.373910026308325
Noah Zaitlen,0.21184352040290833,-0.17195650935173035,University of California San Francisco,Noah Zaitlen,146.09016990189178
Jeffrey Lotz,0.194039449095726,-0.1787935197353363,University of California San Francisco,Jeffrey Lotz,39.82402576467876
Michael Silber,0.21196182072162628,-0.17330697178840637,University of California San Francisco,Michael Silber,1.2672847037701156
